customer_id,signup_date,kyc_status,home_address_id,label,ring_id
C00156,2026-03-13,verified,A00296,NORMAL,
C00157,2025-09-08,verified,A00086,NORMAL,
C00158,2025-09-28,pending,A00706,NORMAL,
C00159,2026-01-24,verified,A00100,ABUSE_RING,R0056
C00160,2026-06-07,verified,A00171,NORMAL,
C00161,2026-04-20,verified,A00083,NORMAL,
C00162,2026-05-02,verified,A00252,ABUSE_RING,R0077
C00163,2025-10-05,verified,A00472,NORMAL,
C00164,2025-10-05,verified,A00159,NORMAL,
C00165,2025-12-29,verified,A00700,NORMAL,
C00166,2026-04-26,verified,A00706,NORMAL,
C00167,2025-12-05,verified,A00142,NORMAL,
C00168,2025-11-19,verified,A00665,NORMAL,
C00169,2025-06-08,verified,A00075,ABUSE_RING,R0011
C00170,2025-12-11,verified,A00653,LEGITIMATE_SHARED_RESOURCE,
C00171,2025-03-10,verified,A00028,NORMAL,
C00172,2025-05-21,verified,A00012,NORMAL,
C00173,2026-05-16,verified,A00412,ABUSE_RING,R0003
C00174,2026-08-21,verified,A00034,NORMAL,
C00175,2026-01-05,verified,A00181,NORMAL,
C00176,2025-03-19,pending,A00317,NORMAL,
C00177,2025-09-29,verified,A00435,NORMAL,
C00178,2026-03-25,verified,A00251,NORMAL,
C00179,2026-01-10,verified,A00574,NORMAL,
C00180,2025-09-29,verified,A00324,NORMAL,
C00181,2026-03-11,verified,A00420,NORMAL,
C00182,2025-04-22,pending,A00321,NORMAL,
C00183,2026-08-08,verified,A00319,NORMAL,
C00184,2025-10-04,verified,A00424,LEGITIMATE_SHARED_RESOURCE,
C00185,2025-03-29,verified,A00338,NORMAL,
C00186,2025-11-19,verified,A00325,LEGITIMATE_SHARED_RESOURCE,
C00187,2026-07-03,pending,A00412,ABUSE_RING,R0026
C00188,2026-06-27,verified,A00657,LEGITIMATE_SHARED_RESOURCE,
C00189,2026-01-13,verified,A00110,NORMAL,
C00190,2025-10-04,verified,A00595,NORMAL,
C00191,2025-11-15,pending,A00188,NORMAL,
C00192,2025-07-16,verified,A00356,NORMAL,
C00193,2026-07-23,verified,A00236,LEGITIMATE_SHARED_RESOURCE,
C00194,2025-12-23,verified,A00212,NORMAL,
C00195,2025-12-08,verified,A00176,NORMAL,
C00196,2026-06-05,verified,A00345,NORMAL,
C00197,2025-01-29,pending,A00508,LEGITIMATE_SHARED_RESOURCE,
C00198,2025-11-20,verified,A00510,LEGITIMATE_SHARED_RESOURCE,
C00199,2026-06-05,verified,A00703,NORMAL,
C00200,2026-04-07,verified,A00370,NORMAL,
C00201,2025-09-23,verified,A00302,NORMAL,
C00202,2025-05-15,verified,A00288,NORMAL,
C00203,2026-04-30,verified,A00495,NORMAL,
C00204,2025-09-17,verified,A00281,LEGITIMATE_SHARED_RESOURCE,
C00205,2026-08-03,verified,A00602,LEGITIMATE_SHARED_RESOURCE,
C00206,2025-09-09,verified,A00438,NORMAL,
C00207,2025-10-17,verified,A00050,LEGITIMATE_SHARED_RESOURCE,
C00208,2026-03-22,verified,A00582,NORMAL,
C00209,2026-06-29,verified,A00139,NORMAL,
C00210,2026-02-04,verified,A00445,NORMAL,
C00211,2025-05-09,pending,A00688,NORMAL,
C00212,2026-04-14,verified,A00374,NORMAL,
C00213,2025-08-01,verified,A00608,NORMAL,
C00214,2025-08-22,verified,A00576,NORMAL,
C00215,2025-12-27,pending,A00298,NORMAL,
C00216,2026-01-24,verified,A00104,NORMAL,
C00217,2025-05-24,verified,A00261,NORMAL,
C00218,2025-01-25,verified,A00370,NORMAL,
C00219,2025-09-17,verified,A00363,LEGITIMATE_SHARED_RESOURCE,
C00220,2025-07-22,verified,A00045,NORMAL,
C00221,2025-04-05,verified,A00062,NORMAL,
C00222,2026-08-11,verified,A00630,LEGITIMATE_SHARED_RESOURCE,
C00223,2025-08-16,verified,A00648,NORMAL,
C00224,2025-09-16,verified,A00451,LEGITIMATE_SHARED_RESOURCE,
C00225,2026-08-01,verified,A00140,NORMAL,
C00226,2026-01-05,verified,A00107,NORMAL,
C00227,2026-05-04,verified,A00128,NORMAL,
C00228,2026-02-08,verified,A00223,NORMAL,
C00229,2025-05-15,verified,A00665,NORMAL,
C00230,2025-08-25,verified,A00710,NORMAL,
C00231,2026-08-22,verified,A00691,NORMAL,
C00232,2026-06-05,pending,A00265,NORMAL,
C00233,2025-10-01,pending,A00471,NORMAL,
C00234,2026-07-25,verified,A00160,NORMAL,
C00235,2025-09-06,verified,A00512,NORMAL,
C00236,2025-09-28,verified,A00269,LEGITIMATE_SHARED_RESOURCE,
C00237,2025-12-11,pending,A00314,NORMAL,
C00238,2025-12-29,verified,A00363,NORMAL,
C00239,2026-04-13,verified,A00119,LEGITIMATE_SHARED_RESOURCE,
C00240,2025-06-27,verified,A00198,LEGITIMATE_SHARED_RESOURCE,
C00241,2025-04-22,verified,A00295,NORMAL,
C00242,2025-05-28,verified,A00110,LEGITIMATE_SHARED_RESOURCE,
C00243,2026-06-26,verified,A00149,LEGITIMATE_SHARED_RESOURCE,
C00244,2025-10-14,pending,A00166,NORMAL,
C00245,2025-08-07,verified,A00214,LEGITIMATE_SHARED_RESOURCE,
C00246,2026-02-08,verified,A00133,NORMAL,
C00247,2026-05-03,verified,A00473,LEGITIMATE_SHARED_RESOURCE,
C00248,2026-02-23,pending,A00278,NORMAL,
C00249,2025-02-01,verified,A00284,ABUSE_RING,R0055
C00250,2025-02-11,verified,A00399,NORMAL,
C00251,2025-12-11,verified,A00102,NORMAL,
C00252,2025-03-24,verified,A00387,MIXED,
C00253,2025-08-25,verified,A00126,NORMAL,
C00254,2025-01-17,verified,A00140,NORMAL,
C00255,2025-05-15,verified,A00618,NORMAL,
C00256,2025-06-15,verified,A00666,NORMAL,
C00257,2025-10-26,verified,A00347,ABUSE_RING,R0082
C00258,2026-01-01,verified,A00539,NORMAL,
C00259,2025-05-19,verified,A00431,NORMAL,
C00260,2026-05-18,verified,A00280,NORMAL,
C00261,2025-07-06,verified,A00216,NORMAL,
C00262,2025-11-22,verified,A00223,NORMAL,
C00263,2025-08-23,verified,A00468,NORMAL,
C00264,2025-07-18,verified,A00137,NORMAL,
C00265,2026-03-28,verified,A00222,NORMAL,
C00266,2026-03-05,verified,A00593,NORMAL,
C00267,2025-07-11,verified,A00353,NORMAL,
C00268,2025-05-03,verified,A00142,NORMAL,
C00269,2026-01-24,verified,A00452,NORMAL,
C00270,2025-06-19,verified,A00199,NORMAL,
C00271,2025-09-15,pending,A00535,NORMAL,
C00272,2026-01-30,pending,A00583,NORMAL,
C00273,2026-01-27,pending,A00352,NORMAL,
C00274,2025-08-10,verified,A00070,LEGITIMATE_SHARED_RESOURCE,
C00275,2026-01-05,pending,A00488,NORMAL,
C00276,2025-09-12,verified,A00027,NORMAL,
C00277,2025-12-31,verified,A00574,NORMAL,
C00278,2026-08-05,verified,A00068,NORMAL,
C00279,2026-07-24,verified,A00032,NORMAL,
C00280,2026-08-05,pending,A00053,LEGITIMATE_SHARED_RESOURCE,
C00281,2026-05-03,verified,A00239,NORMAL,
C00282,2026-04-24,verified,A00234,NORMAL,
C00283,2025-04-18,pending,A00627,NORMAL,
C00284,2026-05-03,pending,A00282,NORMAL,
C00285,2025-03-29,verified,A00530,NORMAL,
C00286,2025-12-15,verified,A00164,NORMAL,
C00287,2026-04-10,verified,A00383,NORMAL,
C00288,2025-01-28,verified,A00422,NORMAL,
C00289,2026-07-12,verified,A00001,LEGITIMATE_SHARED_RESOURCE,
C00290,2025-03-02,verified,A00177,LEGITIMATE_SHARED_RESOURCE,
C00291,2025-01-29,verified,A00644,NORMAL,
C00292,2026-05-05,verified,A00161,NORMAL,
C00293,2025-05-05,verified,A00286,NORMAL,
C00294,2025-12-22,verified,A00611,LEGITIMATE_SHARED_RESOURCE,
C00295,2025-11-28,verified,A00039,NORMAL,
C00296,2025-05-15,verified,A00078,NORMAL,
C00297,2025-12-02,verified,A00639,NORMAL,
C00298,2026-06-13,verified,A00360,NORMAL,
C00299,2025-04-28,verified,A00457,NORMAL,
C00300,2025-01-31,verified,A00202,NORMAL,
C00301,2025-01-15,verified,A00565,NORMAL,
C00302,2026-06-23,verified,A00445,NORMAL,
C00303,2025-01-04,verified,A00290,LEGITIMATE_SHARED_RESOURCE,
C00304,2025-03-10,verified,A00013,NORMAL,
C00305,2025-06-23,pending,A00287,NORMAL,
C00306,2025-05-05,pending,A00025,NORMAL,
C00307,2025-02-18,verified,A00641,LEGITIMATE_SHARED_RESOURCE,
C00308,2026-07-14,verified,A00666,NORMAL,
C00309,2025-12-24,verified,A00497,ABUSE_RING,R0013
C00310,2025-11-29,verified,A00555,LEGITIMATE_SHARED_RESOURCE,
C00311,2025-12-13,pending,A00006,NORMAL,
C00312,2025-12-13,verified,A00100,NORMAL,
C00313,2025-11-07,verified,A00304,ABUSE_RING,R0021
C00314,2026-03-25,verified,A00255,NORMAL,
C00315,2026-02-05,verified,A00299,NORMAL,
C00316,2026-02-07,verified,A00183,LEGITIMATE_SHARED_RESOURCE,
C00317,2026-05-29,verified,A00348,NORMAL,
C00318,2025-04-17,verified,A00128,LEGITIMATE_SHARED_RESOURCE,
C00319,2025-10-22,verified,A00138,LEGITIMATE_SHARED_RESOURCE,
C00320,2025-02-10,verified,A00232,LEGITIMATE_SHARED_RESOURCE,
C00321,2026-07-21,verified,A00679,NORMAL,
C00322,2025-11-28,pending,A00699,NORMAL,
C00323,2025-09-23,pending,A00150,NORMAL,
C00324,2025-04-19,verified,A00396,NORMAL,
C00325,2025-09-25,verified,A00303,NORMAL,
C00326,2025-07-26,verified,A00294,NORMAL,
C00327,2025-04-20,verified,A00387,NORMAL,
C00328,2026-04-05,verified,A00035,NORMAL,
C00329,2026-03-29,verified,A00696,NORMAL,
C00330,2026-07-28,verified,A00430,NORMAL,
C00331,2026-08-01,verified,A00369,ABUSE_RING,R0028
C00332,2026-06-30,verified,A00278,NORMAL,
C00333,2025-03-19,pending,A00089,NORMAL,
C00334,2025-02-25,verified,A00448,NORMAL,
C00335,2026-04-14,verified,A00440,LEGITIMATE_SHARED_RESOURCE,
C00336,2025-10-24,pending,A00517,LEGITIMATE_SHARED_RESOURCE,
C00337,2026-04-04,verified,A00669,NORMAL,
C00338,2026-08-16,verified,A00626,LEGITIMATE_SHARED_RESOURCE,
C00339,2025-11-21,verified,A00485,NORMAL,
C00340,2025-02-23,verified,A00164,NORMAL,
C00341,2025-10-13,verified,A00113,NORMAL,
C00342,2026-03-18,verified,A00365,NORMAL,
C00343,2026-06-19,pending,A00265,LEGITIMATE_SHARED_RESOURCE,
C00344,2025-09-10,pending,A00450,LEGITIMATE_SHARED_RESOURCE,
C00345,2026-07-14,verified,A00451,NORMAL,
C00346,2025-01-03,verified,A00495,NORMAL,
C00347,2025-07-25,verified,A00070,NORMAL,
C00348,2026-06-06,verified,A00383,NORMAL,
C00349,2026-02-08,verified,A00183,LEGITIMATE_SHARED_RESOURCE,
C00350,2026-03-19,verified,A00604,NORMAL,
C00351,2025-05-23,verified,A00226,NORMAL,
C00352,2025-06-12,verified,A00214,NORMAL,
C00353,2025-12-17,verified,A00121,MIXED,
C00354,2025-05-25,verified,A00496,ABUSE_RING,R0013
C00355,2025-07-09,pending,A00159,NORMAL,
C00356,2025-09-13,verified,A00566,ABUSE_RING,R0012
C00357,2025-12-16,verified,A00519,NORMAL,
C00358,2026-08-13,verified,A00602,NORMAL,
C00359,2025-04-28,verified,A00146,NORMAL,
C00360,2025-11-09,verified,A00398,NORMAL,
C00361,2026-01-25,verified,A00595,NORMAL,
C00362,2026-07-07,verified,A00001,LEGITIMATE_SHARED_RESOURCE,
C00363,2025-12-08,pending,A00551,NORMAL,
C00364,2025-08-06,verified,A00621,LEGITIMATE_SHARED_RESOURCE,
C00365,2025-02-17,verified,A00211,NORMAL,
C00366,2025-02-01,verified,A00276,NORMAL,
C00367,2025-03-16,verified,A00252,NORMAL,
C00368,2026-02-20,verified,A00194,ABUSE_RING,R0002
C00369,2025-05-09,verified,A00331,MIXED,R0124
C00370,2026-03-21,verified,A00549,NORMAL,
C00371,2025-10-01,verified,A00696,NORMAL,
C00372,2026-03-31,verified,A00452,NORMAL,
C00373,2025-01-29,verified,A00045,NORMAL,
C00374,2026-03-13,verified,A00511,LEGITIMATE_SHARED_RESOURCE,
C00375,2025-10-06,pending,A00102,NORMAL,
C00376,2025-10-12,verified,A00254,NORMAL,
C00377,2026-04-01,verified,A00053,NORMAL,
C00378,2025-10-12,verified,A00082,NORMAL,
C00379,2026-05-15,pending,A00291,NORMAL,
C00380,2025-07-21,verified,A00449,LEGITIMATE_SHARED_RESOURCE,
C00381,2025-03-26,verified,A00653,LEGITIMATE_SHARED_RESOURCE,
C00382,2026-01-26,verified,A00470,NORMAL,
C00383,2026-03-24,verified,A00082,NORMAL,
C00384,2026-01-02,verified,A00502,NORMAL,
C00385,2025-11-05,verified,A00333,NORMAL,
C00386,2025-09-19,pending,A00514,NORMAL,
C00387,2026-03-24,verified,A00537,NORMAL,
C00388,2025-06-02,verified,A00553,LEGITIMATE_SHARED_RESOURCE,
C00389,2026-05-27,verified,A00281,LEGITIMATE_SHARED_RESOURCE,
C00390,2025-06-24,verified,A00371,LEGITIMATE_SHARED_RESOURCE,
C00391,2025-08-28,verified,A00257,NORMAL,
C00392,2025-04-22,verified,A00619,NORMAL,
C00393,2026-05-31,verified,A00178,NORMAL,
C00394,2026-03-05,verified,A00265,NORMAL,
C00395,2026-08-09,verified,A00649,LEGITIMATE_SHARED_RESOURCE,
C00396,2025-06-14,verified,A00225,LEGITIMATE_SHARED_RESOURCE,
C00397,2026-08-14,verified,A00537,NORMAL,
C00398,2025-06-13,verified,A00577,NORMAL,
C00399,2025-01-25,verified,A00126,NORMAL,
C00400,2025-08-05,verified,A00142,LEGITIMATE_SHARED_RESOURCE,
C00401,2025-01-07,verified,A00280,NORMAL,
C00402,2026-06-08,verified,A00360,LEGITIMATE_SHARED_RESOURCE,
C00403,2026-03-06,verified,A00495,ABUSE_RING,R0104
C00404,2025-03-14,verified,A00683,LEGITIMATE_SHARED_RESOURCE,
C00405,2025-09-30,verified,A00476,LEGITIMATE_SHARED_RESOURCE,
C00406,2026-01-24,verified,A00304,NORMAL,
C00407,2025-11-20,verified,A00604,NORMAL,
C00408,2025-08-25,verified,A00102,ABUSE_RING,R0076
C00409,2026-02-16,verified,A00318,LEGITIMATE_SHARED_RESOURCE,
C00410,2026-01-15,verified,A00411,NORMAL,
C00411,2026-05-19,pending,A00684,NORMAL,
C00412,2026-04-06,verified,A00410,ABUSE_RING,R0064
C00413,2026-01-17,verified,A00444,NORMAL,
C00414,2026-01-30,verified,A00258,NORMAL,
C00415,2026-05-08,pending,A00048,LEGITIMATE_SHARED_RESOURCE,
C00416,2026-07-30,verified,A00009,NORMAL,
C00417,2026-05-28,verified,A00351,NORMAL,
C00418,2025-05-24,verified,A00319,NORMAL,
C00419,2025-12-04,verified,A00190,NORMAL,
C00420,2025-03-14,verified,A00064,NORMAL,
C00421,2025-10-22,verified,A00551,NORMAL,
C00422,2026-06-16,verified,A00138,LEGITIMATE_SHARED_RESOURCE,
C00423,2026-07-26,verified,A00148,ABUSE_RING,R0090
C00424,2026-04-25,verified,A00283,LEGITIMATE_SHARED_RESOURCE,
C00425,2025-05-26,verified,A00442,NORMAL,
C00426,2025-03-20,verified,A00568,NORMAL,
C00427,2026-01-06,verified,A00425,LEGITIMATE_SHARED_RESOURCE,
C00428,2025-06-24,verified,A00550,NORMAL,
C00429,2026-04-24,verified,A00238,NORMAL,
C00430,2026-06-23,verified,A00703,NORMAL,
C00431,2025-10-10,verified,A00390,LEGITIMATE_SHARED_RESOURCE,
C00432,2026-05-06,verified,A00425,ABUSE_RING,R0083
C00433,2026-03-19,verified,A00039,NORMAL,
C00434,2025-09-09,verified,A00090,LEGITIMATE_SHARED_RESOURCE,
C00435,2025-09-21,verified,A00199,NORMAL,
C00436,2025-04-02,verified,A00195,NORMAL,
C00437,2026-08-04,verified,A00245,LEGITIMATE_SHARED_RESOURCE,
C00438,2025-09-05,verified,A00081,LEGITIMATE_SHARED_RESOURCE,
C00439,2025-04-22,pending,A00521,NORMAL,
C00440,2025-09-27,verified,A00411,NORMAL,
C00441,2025-12-29,verified,A00545,NORMAL,
C00442,2025-11-28,verified,A00511,NORMAL,
C00443,2025-11-24,verified,A00297,NORMAL,
C00444,2025-12-31,verified,A00403,NORMAL,
C00445,2025-04-17,verified,A00284,NORMAL,
C00446,2025-07-17,verified,A00469,LEGITIMATE_SHARED_RESOURCE,
C00447,2025-09-17,verified,A00536,NORMAL,
C00448,2025-08-05,verified,A00464,NORMAL,
C00449,2026-08-09,verified,A00205,NORMAL,
C00450,2026-05-29,verified,A00092,ABUSE_RING,R0091
C00451,2025-09-05,verified,A00407,NORMAL,
C00452,2026-03-11,pending,A00443,NORMAL,
C00453,2025-09-11,verified,A00209,NORMAL,
C00454,2026-07-10,verified,A00589,NORMAL,
C00455,2025-12-30,verified,A00551,NORMAL,
C00456,2026-03-24,verified,A00070,NORMAL,
C00457,2026-04-21,verified,A00145,NORMAL,
C00458,2025-12-01,pending,A00397,NORMAL,
C00459,2025-02-17,verified,A00615,NORMAL,
C00460,2026-08-21,pending,A00443,NORMAL,
C00461,2025-05-13,verified,A00435,LEGITIMATE_SHARED_RESOURCE,
C00462,2025-11-10,verified,A00432,ABUSE_RING,R0084
C00463,2025-06-22,verified,A00403,NORMAL,
C00464,2026-07-04,verified,A00442,NORMAL,
C00465,2026-06-22,verified,A00120,NORMAL,
C00466,2026-05-12,pending,A00469,ABUSE_RING,R0044
C00467,2025-07-15,verified,A00579,NORMAL,
C00468,2025-02-19,verified,A00005,NORMAL,
C00469,2025-05-15,verified,A00507,NORMAL,
C00470,2025-03-20,verified,A00060,NORMAL,
C00471,2025-11-17,verified,A00693,MIXED,
C00472,2025-05-11,verified,A00193,NORMAL,
C00473,2026-07-07,pending,A00466,NORMAL,
C00474,2025-06-12,verified,A00132,NORMAL,
C00475,2025-05-08,verified,A00375,LEGITIMATE_SHARED_RESOURCE,
C00476,2025-03-19,verified,A00650,LEGITIMATE_SHARED_RESOURCE,
C00477,2025-10-08,verified,A00392,NORMAL,
C00478,2025-06-25,verified,A00278,NORMAL,
C00479,2026-03-04,verified,A00155,NORMAL,
C00480,2025-02-06,verified,A00345,NORMAL,
C00481,2026-03-12,verified,A00648,NORMAL,
C00482,2025-08-30,verified,A00695,NORMAL,
C00483,2025-12-28,verified,A00160,LEGITIMATE_SHARED_RESOURCE,
C00484,2025-10-22,verified,A00135,MIXED,
C00485,2026-01-28,verified,A00247,ABUSE_RING,R0090
C00486,2026-07-06,verified,A00284,LEGITIMATE_SHARED_RESOURCE,
C00487,2025-01-15,verified,A00659,NORMAL,
C00488,2026-05-22,verified,A00610,NORMAL,
C00489,2026-06-24,verified,A00068,NORMAL,
