customer_id,address_id,relationship,source
C00117,A00037,billing,baseline
C00118,A00529,billing,baseline
C00119,A00516,billing,baseline
C00120,A00602,billing,baseline
C00121,A00139,billing,baseline
C00122,A00033,billing,baseline
C00123,A00144,billing,baseline
C00124,A00023,billing,baseline
C00125,A00070,billing,baseline
C00126,A00303,billing,baseline
C00127,A00455,billing,baseline
C00128,A00551,billing,baseline
C00129,A00287,billing,baseline
C00130,A00024,billing,baseline
C00131,A00419,billing,baseline
C00132,A00429,billing,baseline
C00133,A00153,billing,baseline
C00134,A00300,billing,baseline
C00135,A00510,billing,baseline
C00136,A00577,billing,baseline
C00137,A00085,billing,baseline
C00138,A00121,billing,baseline
C00139,A00015,billing,baseline
C00140,A00335,billing,baseline
C00141,A00710,billing,baseline
C00142,A00230,billing,baseline
C00143,A00138,billing,baseline
C00144,A00676,billing,baseline
C00145,A00580,billing,baseline
C00146,A00263,billing,baseline
C00147,A00655,billing,baseline
C00148,A00234,billing,baseline
C00149,A00476,billing,baseline
C00150,A00513,billing,baseline
C00151,A00414,billing,baseline
C00152,A00479,billing,baseline
C00153,A00541,billing,baseline
C00154,A00697,billing,baseline
C00155,A00524,billing,baseline
C00156,A00296,billing,baseline
C00157,A00086,billing,baseline
C00158,A00706,billing,baseline
C00159,A00100,billing,baseline
C00160,A00171,billing,baseline
C00161,A00083,billing,baseline
C00162,A00252,billing,baseline
C00163,A00472,billing,baseline
C00164,A00159,billing,baseline
C00165,A00700,billing,baseline
C00166,A00706,billing,baseline
C00167,A00142,billing,baseline
C00168,A00665,billing,baseline
C00169,A00075,billing,baseline
C00170,A00653,billing,baseline
C00171,A00028,billing,baseline
C00172,A00012,billing,baseline
C00173,A00412,billing,baseline
C00174,A00034,billing,baseline
C00175,A00181,billing,baseline
C00176,A00317,billing,baseline
C00177,A00435,billing,baseline
C00178,A00251,billing,baseline
C00179,A00574,billing,baseline
C00180,A00324,billing,baseline
C00181,A00420,billing,baseline
C00182,A00321,billing,baseline
C00183,A00319,billing,baseline
C00184,A00424,billing,baseline
C00185,A00338,billing,baseline
C00186,A00325,billing,baseline
C00187,A00412,billing,baseline
C00188,A00657,billing,baseline
C00189,A00110,billing,baseline
C00190,A00595,billing,baseline
C00191,A00188,billing,baseline
C00192,A00356,billing,baseline
C00193,A00236,billing,baseline
C00194,A00212,billing,baseline
C00195,A00176,billing,baseline
C00196,A00345,billing,baseline
C00197,A00508,billing,baseline
C00198,A00510,billing,baseline
C00199,A00703,billing,baseline
C00200,A00370,billing,baseline
C00201,A00302,billing,baseline
C00202,A00288,billing,baseline
C00203,A00495,billing,baseline
C00204,A00281,billing,baseline
C00205,A00602,billing,baseline
C00206,A00438,billing,baseline
C00207,A00050,billing,baseline
C00208,A00582,billing,baseline
C00209,A00139,billing,baseline
C00210,A00445,billing,baseline
C00211,A00688,billing,baseline
C00212,A00374,billing,baseline
C00213,A00608,billing,baseline
C00214,A00576,billing,baseline
C00215,A00298,billing,baseline
C00216,A00104,billing,baseline
C00217,A00261,billing,baseline
C00218,A00370,billing,baseline
C00219,A00363,billing,baseline
C00220,A00045,billing,baseline
C00221,A00062,billing,baseline
C00222,A00630,billing,baseline
C00223,A00648,billing,baseline
C00224,A00451,billing,baseline
C00225,A00140,billing,baseline
C00226,A00107,billing,baseline
C00227,A00128,billing,baseline
C00228,A00223,billing,baseline
C00229,A00665,billing,baseline
C00230,A00710,billing,baseline
C00231,A00691,billing,baseline
C00232,A00265,billing,baseline
C00233,A00471,billing,baseline
C00234,A00160,billing,baseline
C00235,A00512,billing,baseline
C00236,A00269,billing,baseline
C00237,A00314,billing,baseline
C00238,A00363,billing,baseline
C00239,A00119,billing,baseline
C00240,A00198,billing,baseline
C00241,A00295,billing,baseline
C00242,A00110,billing,baseline
C00243,A00149,billing,baseline
C00244,A00166,billing,baseline
C00245,A00214,billing,baseline
C00246,A00133,billing,baseline
C00247,A00473,billing,baseline
C00248,A00278,billing,baseline
C00249,A00284,billing,baseline
C00250,A00399,billing,baseline
C00251,A00102,billing,baseline
C00252,A00387,billing,baseline
C00253,A00126,billing,baseline
C00254,A00140,billing,baseline
C00255,A00618,billing,baseline
C00256,A00666,billing,baseline
C00257,A00347,billing,baseline
C00258,A00539,billing,baseline
C00259,A00431,billing,baseline
C00260,A00280,billing,baseline
C00261,A00216,billing,baseline
C00262,A00223,billing,baseline
C00263,A00468,billing,baseline
C00264,A00137,billing,baseline
C00265,A00222,billing,baseline
C00266,A00593,billing,baseline
C00267,A00353,billing,baseline
C00268,A00142,billing,baseline
C00269,A00452,billing,baseline
C00270,A00199,billing,baseline
C00271,A00535,billing,baseline
C00272,A00583,billing,baseline
C00273,A00352,billing,baseline
C00274,A00070,billing,baseline
C00275,A00488,billing,baseline
C00276,A00027,billing,baseline
C00277,A00574,billing,baseline
C00278,A00068,billing,baseline
C00279,A00032,billing,baseline
C00280,A00053,billing,baseline
C00281,A00239,billing,baseline
C00282,A00234,billing,baseline
C00283,A00627,billing,baseline
C00284,A00282,billing,baseline
C00285,A00530,billing,baseline
C00286,A00164,billing,baseline
C00287,A00383,billing,baseline
C00288,A00422,billing,baseline
C00289,A00001,billing,baseline
C00290,A00177,billing,baseline
C00291,A00644,billing,baseline
C00292,A00161,billing,baseline
C00293,A00286,billing,baseline
C00294,A00611,billing,baseline
C00295,A00039,billing,baseline
C00296,A00078,billing,baseline
C00297,A00639,billing,baseline
C00298,A00360,billing,baseline
C00299,A00457,billing,baseline
C00300,A00202,billing,baseline
C00301,A00565,billing,baseline
C00302,A00445,billing,baseline
C00303,A00290,billing,baseline
C00304,A00013,billing,baseline
C00305,A00287,billing,baseline
C00306,A00025,billing,baseline
C00307,A00641,billing,baseline
C00308,A00666,billing,baseline
C00309,A00497,billing,baseline
C00310,A00555,billing,baseline
C00311,A00006,billing,baseline
C00312,A00100,billing,baseline
C00313,A00304,billing,baseline
C00314,A00255,billing,baseline
C00315,A00299,billing,baseline
C00316,A00183,billing,baseline
C00317,A00348,billing,baseline
C00318,A00128,billing,baseline
C00319,A00138,billing,baseline
C00320,A00232,billing,baseline
C00321,A00679,billing,baseline
C00322,A00699,billing,baseline
C00323,A00150,billing,baseline
C00324,A00396,billing,baseline
C00325,A00303,billing,baseline
C00326,A00294,billing,baseline
C00327,A00387,billing,baseline
C00328,A00035,billing,baseline
C00329,A00696,billing,baseline
C00330,A00430,billing,baseline
C00331,A00369,billing,baseline
C00332,A00278,billing,baseline
C00333,A00089,billing,baseline
C00334,A00448,billing,baseline
C00335,A00440,billing,baseline
C00336,A00517,billing,baseline
C00337,A00669,billing,baseline
C00338,A00626,billing,baseline
C00339,A00485,billing,baseline
C00340,A00164,billing,baseline
C00341,A00113,billing,baseline
C00342,A00365,billing,baseline
C00343,A00265,billing,baseline
C00344,A00450,billing,baseline
C00345,A00451,billing,baseline
C00346,A00495,billing,baseline
C00347,A00070,billing,baseline
C00348,A00383,billing,baseline
C00349,A00183,billing,baseline
C00350,A00604,billing,baseline
C00351,A00226,billing,baseline
C00352,A00214,billing,baseline
C00353,A00121,billing,baseline
C00354,A00496,billing,baseline
C00355,A00159,billing,baseline
C00356,A00566,billing,baseline
C00357,A00519,billing,baseline
C00358,A00602,billing,baseline
C00359,A00146,billing,baseline
C00360,A00398,billing,baseline
C00361,A00595,billing,baseline
C00362,A00001,billing,baseline
C00363,A00551,billing,baseline
C00364,A00621,billing,baseline
C00365,A00211,billing,baseline
C00366,A00276,billing,baseline
C00367,A00252,billing,baseline
C00368,A00194,billing,baseline
C00369,A00331,billing,baseline
C00370,A00549,billing,baseline
C00371,A00696,billing,baseline
C00372,A00452,billing,baseline
C00373,A00045,billing,baseline
C00374,A00511,billing,baseline
C00375,A00102,billing,baseline
C00376,A00254,billing,baseline
C00377,A00053,billing,baseline
C00378,A00082,billing,baseline
C00379,A00291,billing,baseline
C00380,A00449,billing,baseline
C00381,A00653,billing,baseline
C00382,A00470,billing,baseline
C00383,A00082,billing,baseline
C00384,A00502,billing,baseline
C00385,A00333,billing,baseline
C00386,A00514,billing,baseline
C00387,A00537,billing,baseline
C00388,A00553,billing,baseline
C00389,A00281,billing,baseline
C00390,A00371,billing,baseline
C00391,A00257,billing,baseline
C00392,A00619,billing,baseline
C00393,A00178,billing,baseline
C00394,A00265,billing,baseline
C00395,A00649,billing,baseline
C00396,A00225,billing,baseline
C00397,A00537,billing,baseline
C00398,A00577,billing,baseline
C00399,A00126,billing,baseline
C00400,A00142,billing,baseline
C00401,A00280,billing,baseline
C00402,A00360,billing,baseline
C00403,A00495,billing,baseline
C00404,A00683,billing,baseline
C00405,A00476,billing,baseline
C00406,A00304,billing,baseline
C00407,A00604,billing,baseline
C00408,A00102,billing,baseline
C00409,A00318,billing,baseline
C00410,A00411,billing,baseline
C00411,A00684,billing,baseline
C00412,A00410,billing,baseline
C00413,A00444,billing,baseline
C00414,A00258,billing,baseline
C00415,A00048,billing,baseline
C00416,A00009,billing,baseline
C00417,A00351,billing,baseline
C00418,A00319,billing,baseline
C00419,A00190,billing,baseline
C00420,A00064,billing,baseline
C00421,A00551,billing,baseline
C00422,A00138,billing,baseline
C00423,A00148,billing,baseline
C00424,A00283,billing,baseline
C00425,A00442,billing,baseline
C00426,A00568,billing,baseline
C00427,A00425,billing,baseline
C00428,A00550,billing,baseline
C00429,A00238,billing,baseline
C00430,A00703,billing,baseline
C00431,A00390,billing,baseline
C00432,A00425,billing,baseline
C00433,A00039,billing,baseline
C00434,A00090,billing,baseline
C00435,A00199,billing,baseline
C00436,A00195,billing,baseline
C00437,A00245,billing,baseline
C00438,A00081,billing,baseline
C00439,A00521,billing,baseline
C00440,A00411,billing,baseline
C00441,A00545,billing,baseline
C00442,A00511,billing,baseline
C00443,A00297,billing,baseline
C00444,A00403,billing,baseline
C00445,A00284,billing,baseline
C00446,A00469,billing,baseline
C00447,A00536,billing,baseline
C00448,A00464,billing,baseline
C00449,A00205,billing,baseline
C00450,A00092,billing,baseline
C00451,A00407,billing,baseline
C00452,A00443,billing,baseline
C00453,A00209,billing,baseline
C00454,A00589,billing,baseline
C00455,A00551,billing,baseline
C00456,A00070,billing,baseline
C00457,A00145,billing,baseline
C00458,A00397,billing,baseline
C00459,A00615,billing,baseline
C00460,A00443,billing,baseline
C00461,A00435,billing,baseline
C00462,A00432,billing,baseline
C00463,A00403,billing,baseline
C00464,A00442,billing,baseline
C00465,A00120,billing,baseline
C00466,A00469,billing,baseline
C00467,A00579,billing,baseline
C00468,A00005,billing,baseline
C00469,A00507,billing,baseline
C00470,A00060,billing,baseline
C00471,A00693,billing,baseline
C00472,A00193,billing,baseline
C00473,A00466,billing,baseline
C00474,A00132,billing,baseline
C00475,A00375,billing,baseline
C00476,A00650,billing,baseline
C00477,A00392,billing,baseline
C00478,A00278,billing,baseline
C00479,A00155,billing,baseline
C00480,A00345,billing,baseline
C00481,A00648,billing,baseline
C00482,A00695,billing,baseline
C00483,A00160,billing,baseline
C00484,A00135,billing,baseline
C00485,A00247,billing,baseline
C00486,A00284,billing,baseline
C00487,A00659,billing,baseline
C00488,A00610,billing,baseline
C00489,A00068,billing,baseline
C00490,A00063,billing,baseline
C00491,A00542,billing,baseline
C00492,A00355,billing,baseline
C00493,A00378,billing,baseline
C00494,A00615,billing,baseline
C00495,A00253,billing,baseline
C00496,A00599,billing,baseline
C00497,A00477,billing,baseline
C00498,A00277,billing,baseline
C00499,A00208,billing,baseline
C00500,A00635,billing,baseline
C00501,A00099,billing,baseline
C00502,A00694,billing,baseline
C00503,A00248,billing,baseline
C00504,A00501,billing,baseline
C00505,A00226,billing,baseline
C00506,A00352,billing,baseline
C00507,A00067,billing,baseline
C00508,A00366,billing,baseline
C00509,A00346,billing,baseline
C00510,A00110,billing,baseline
C00511,A00100,billing,baseline
C00512,A00417,billing,baseline
C00513,A00700,billing,baseline
C00514,A00591,billing,baseline
C00515,A00184,billing,baseline
C00516,A00143,billing,baseline
C00517,A00658,billing,baseline
C00518,A00261,billing,baseline
C00519,A00584,billing,baseline
C00520,A00484,billing,baseline
C00521,A00660,billing,baseline
C00522,A00295,billing,baseline
C00523,A00221,billing,baseline
C00524,A00135,billing,baseline
C00525,A00115,billing,baseline
C00526,A00453,billing,baseline
C00527,A00581,billing,baseline
C00528,A00684,billing,baseline
C00529,A00186,billing,baseline
C00530,A00092,billing,baseline
C00531,A00192,billing,baseline
C00532,A00401,billing,baseline
C00533,A00047,billing,baseline
C00534,A00258,billing,baseline
C00535,A00221,billing,baseline
C00536,A00258,billing,baseline
C00537,A00577,billing,baseline
C00538,A00259,billing,baseline
C00539,A00008,billing,baseline
C00540,A00154,billing,baseline
C00541,A00453,billing,baseline
C00542,A00245,billing,baseline
C00543,A00521,billing,baseline
C00544,A00520,billing,baseline
C00545,A00328,billing,baseline
C00546,A00617,billing,baseline
C00547,A00382,billing,baseline
C00548,A00045,billing,baseline
C00549,A00682,billing,baseline
C00550,A00144,billing,baseline
C00551,A00435,billing,baseline
C00552,A00339,billing,baseline
C00553,A00565,billing,baseline
C00554,A00170,billing,baseline
C00555,A00474,billing,baseline
C00556,A00281,billing,baseline
C00557,A00226,billing,baseline
C00558,A00388,billing,baseline
C00559,A00687,billing,baseline
C00560,A00542,billing,baseline
C00561,A00067,billing,baseline
C00562,A00421,billing,baseline
C00563,A00477,billing,baseline
C00564,A00322,billing,baseline
C00565,A00528,billing,baseline
C00566,A00512,billing,baseline
C00567,A00396,billing,baseline
C00568,A00580,billing,baseline
C00569,A00419,billing,baseline
C00570,A00013,billing,baseline
C00571,A00656,billing,baseline
C00572,A00459,billing,baseline
C00573,A00584,billing,baseline
C00574,A00529,billing,baseline
C00575,A00091,billing,baseline
C00576,A00189,billing,baseline
C00577,A00272,billing,baseline
C00578,A00602,billing,baseline
C00579,A00203,billing,baseline
C00580,A00236,billing,baseline
C00581,A00047,billing,baseline
C00582,A00148,billing,baseline
C00583,A00059,billing,baseline
C00584,A00484,billing,baseline
C00585,A00226,billing,baseline
C00586,A00605,billing,baseline
C00587,A00017,billing,baseline
C00588,A00153,billing,baseline
C00589,A00688,billing,baseline
C00590,A00171,billing,baseline
C00591,A00690,billing,baseline
C00592,A00137,billing,baseline
C00593,A00472,billing,baseline
C00594,A00684,billing,baseline
C00595,A00056,billing,baseline
C00596,A00218,billing,baseline
C00597,A00413,billing,baseline
C00598,A00025,billing,baseline
C00599,A00449,billing,baseline
C00600,A00311,billing,baseline
C00601,A00402,billing,baseline
C00602,A00705,billing,baseline
C00603,A00701,billing,baseline
C00604,A00579,billing,baseline
C00605,A00419,billing,baseline
C00606,A00699,billing,baseline
C00607,A00017,billing,baseline
C00608,A00594,billing,baseline
C00609,A00649,billing,baseline
C00610,A00489,billing,baseline
C00611,A00580,billing,baseline
C00612,A00147,billing,baseline
C00613,A00163,billing,baseline
C00614,A00312,billing,baseline
C00615,A00621,billing,baseline
C00616,A00057,billing,baseline
C00617,A00198,billing,baseline
C00618,A00258,billing,baseline
C00619,A00108,billing,baseline
C00620,A00306,billing,baseline
C00621,A00050,billing,baseline
C00622,A00406,billing,baseline
C00623,A00563,billing,baseline
C00624,A00533,billing,baseline
C00625,A00631,billing,baseline
C00626,A00257,billing,baseline
C00627,A00252,billing,baseline
C00628,A00438,billing,baseline
C00629,A00089,billing,baseline
C00630,A00280,billing,baseline
C00631,A00554,billing,baseline
C00632,A00241,billing,baseline
C00633,A00558,billing,baseline
C00634,A00594,billing,baseline
C00635,A00431,billing,baseline
C00636,A00139,billing,baseline
C00637,A00506,billing,baseline
C00638,A00625,billing,baseline
C00639,A00094,billing,baseline
C00640,A00029,billing,baseline
C00641,A00099,billing,baseline
C00642,A00185,billing,baseline
C00643,A00157,billing,baseline
C00644,A00373,billing,baseline
C00645,A00200,billing,baseline
C00646,A00405,billing,baseline
C00647,A00299,billing,baseline
C00648,A00182,billing,baseline
C00649,A00047,billing,baseline
C00650,A00563,billing,baseline
C00651,A00036,billing,baseline
C00652,A00357,billing,baseline
C00653,A00251,billing,baseline
C00654,A00468,billing,baseline
C00655,A00409,billing,baseline
C00656,A00015,billing,baseline
C00657,A00707,billing,baseline
C00658,A00655,billing,baseline
C00659,A00386,billing,baseline
C00660,A00218,billing,baseline
C00661,A00317,billing,baseline
C00662,A00224,billing,baseline
C00663,A00493,billing,baseline
C00664,A00075,billing,baseline
C00665,A00505,billing,baseline
C00666,A00119,billing,baseline
C00667,A00642,billing,baseline
C00668,A00707,billing,baseline
C00669,A00137,billing,baseline
C00670,A00191,billing,baseline
C00671,A00055,billing,baseline
C00672,A00673,billing,baseline
C00673,A00559,billing,baseline
C00674,A00582,billing,baseline
C00675,A00210,billing,baseline
C00676,A00683,billing,baseline
C00677,A00615,billing,baseline
C00678,A00078,billing,baseline
C00679,A00700,billing,baseline
C00680,A00462,billing,baseline
C00681,A00152,billing,baseline
C00682,A00091,billing,baseline
C00683,A00448,billing,baseline
C00684,A00298,billing,baseline
C00685,A00221,billing,baseline
C00686,A00506,billing,baseline
C00687,A00086,billing,baseline
C00688,A00114,billing,baseline
C00689,A00480,billing,baseline
C00690,A00139,billing,baseline
C00691,A00099,billing,baseline
C00692,A00407,billing,baseline
C00693,A00443,billing,baseline
C00694,A00017,billing,baseline
C00695,A00630,billing,baseline
C00696,A00495,billing,baseline
C00697,A00024,billing,baseline
C00698,A00013,billing,baseline
C00699,A00080,billing,baseline
C00700,A00077,billing,baseline
C00701,A00029,billing,baseline
C00702,A00328,billing,baseline
C00703,A00514,billing,baseline
C00704,A00299,billing,baseline
C00705,A00458,billing,baseline
C00706,A00509,billing,baseline
C00707,A00463,billing,baseline
C00708,A00008,billing,baseline
C00709,A00233,billing,baseline
C00710,A00403,billing,baseline
C00711,A00042,billing,baseline
C00712,A00238,billing,baseline
C00713,A00008,billing,baseline
C00714,A00168,billing,baseline
C00715,A00657,billing,baseline
C00716,A00141,billing,baseline
C00717,A00027,billing,baseline
C00718,A00561,billing,baseline
C00719,A00370,billing,baseline
C00720,A00162,billing,baseline
C00721,A00262,billing,baseline
C00722,A00201,billing,baseline
C00723,A00075,billing,baseline
C00724,A00184,billing,baseline
C00725,A00323,billing,baseline
C00726,A00481,billing,baseline
C00727,A00487,billing,baseline
C00728,A00472,billing,baseline
C00729,A00279,billing,baseline
C00730,A00451,billing,baseline
C00731,A00523,billing,baseline
C00732,A00200,billing,baseline
C00733,A00261,billing,baseline
C00734,A00677,billing,baseline
C00735,A00305,billing,baseline
C00736,A00253,billing,baseline
C00737,A00534,billing,baseline
C00738,A00128,billing,baseline
C00739,A00281,billing,baseline
C00740,A00512,billing,baseline
C00741,A00427,billing,baseline
C00742,A00347,billing,baseline
C00743,A00409,billing,baseline
C00744,A00040,billing,baseline
C00745,A00097,billing,baseline
C00746,A00340,billing,baseline
C00747,A00495,billing,baseline
C00748,A00042,billing,baseline
C00749,A00682,billing,baseline
C00750,A00258,billing,baseline
C00751,A00313,billing,baseline
C00752,A00167,billing,baseline
C00753,A00140,billing,baseline
C00754,A00153,billing,baseline
C00755,A00362,billing,baseline
C00756,A00537,billing,baseline
C00757,A00242,billing,baseline
C00758,A00511,billing,baseline
C00759,A00176,billing,baseline
C00760,A00348,billing,baseline
C00761,A00643,billing,baseline
C00762,A00262,billing,baseline
C00763,A00628,billing,baseline
C00764,A00411,billing,baseline
C00765,A00621,billing,baseline
C00766,A00394,billing,baseline
C00767,A00273,billing,baseline
C00768,A00255,billing,baseline
C00769,A00327,billing,baseline
C00770,A00356,billing,baseline
C00771,A00618,billing,baseline
C00772,A00567,billing,baseline
C00773,A00415,billing,baseline
C00774,A00160,billing,baseline
C00775,A00232,billing,baseline
C00776,A00004,billing,baseline
C00777,A00058,billing,baseline
C00778,A00200,billing,baseline
C00779,A00061,billing,baseline
C00780,A00137,billing,baseline
C00781,A00707,billing,baseline
C00782,A00706,billing,baseline
C00783,A00426,billing,baseline
C00784,A00541,billing,baseline
C00785,A00223,billing,baseline
C00786,A00033,billing,baseline
C00787,A00373,billing,baseline
C00788,A00121,billing,baseline
C00789,A00298,billing,baseline
C00790,A00108,billing,baseline
C00791,A00590,billing,baseline
C00792,A00582,billing,baseline
C00793,A00296,billing,baseline
C00794,A00083,billing,baseline
C00795,A00307,billing,baseline
C00796,A00308,billing,baseline
C00797,A00113,billing,baseline
C00798,A00640,billing,baseline
C00799,A00418,billing,baseline
C00800,A00658,billing,baseline
C00801,A00677,billing,baseline
C00802,A00601,billing,baseline
C00803,A00178,billing,baseline
C00804,A00210,billing,baseline
C00805,A00637,billing,baseline
C00806,A00384,billing,baseline
C00807,A00369,billing,baseline
C00808,A00063,billing,baseline
C00809,A00123,billing,baseline
C00810,A00667,billing,baseline
C00811,A00226,billing,baseline
C00812,A00583,billing,baseline
C00813,A00241,billing,baseline
C00814,A00477,billing,baseline
C00815,A00333,billing,baseline
C00816,A00027,billing,baseline
C00817,A00258,billing,baseline
C00818,A00245,billing,baseline
C00819,A00697,billing,baseline
C00820,A00316,billing,baseline
C00821,A00651,billing,baseline
C00822,A00648,billing,baseline
C00823,A00431,billing,baseline
C00824,A00028,billing,baseline
C00825,A00610,billing,baseline
C00826,A00457,billing,baseline
C00827,A00151,billing,baseline
C00828,A00503,billing,baseline
C00829,A00010,billing,baseline
C00830,A00273,billing,baseline
C00831,A00596,billing,baseline
C00832,A00169,billing,baseline
C00833,A00196,billing,baseline
C00834,A00002,billing,baseline
C00835,A00192,billing,baseline
C00836,A00636,billing,baseline
C00837,A00524,billing,baseline
C00838,A00116,billing,baseline
C00839,A00401,billing,baseline
C00840,A00632,billing,baseline
C00841,A00381,billing,baseline
C00842,A00634,billing,baseline
C00843,A00633,billing,baseline
C00844,A00268,billing,baseline
C00845,A00064,billing,baseline
C00846,A00285,billing,baseline
C00847,A00402,billing,baseline
C00848,A00229,billing,baseline
C00849,A00547,billing,baseline
C00850,A00363,billing,baseline
C00851,A00532,billing,baseline
C00852,A00615,billing,baseline
C00853,A00332,billing,baseline
C00854,A00219,billing,baseline
C00855,A00624,billing,baseline
C00856,A00236,billing,baseline
C00857,A00511,billing,baseline
C00858,A00676,billing,baseline
C00859,A00214,billing,baseline
C00860,A00017,billing,baseline
C00861,A00641,billing,baseline
C00862,A00601,billing,baseline
C00863,A00689,billing,baseline
C00864,A00005,billing,baseline
C00865,A00236,billing,baseline
C00866,A00243,billing,baseline
C00867,A00445,billing,baseline
C00868,A00544,billing,baseline
C00869,A00648,billing,baseline
C00870,A00393,billing,baseline
C00871,A00633,billing,baseline
C00872,A00315,billing,baseline
C00873,A00403,billing,baseline
C00874,A00335,billing,baseline
C00875,A00090,billing,baseline
C00876,A00298,billing,baseline
C00877,A00680,billing,baseline
C00878,A00672,billing,baseline
C00879,A00540,billing,baseline
C00880,A00134,billing,baseline
C00881,A00301,billing,baseline
C00882,A00622,billing,baseline
C00883,A00383,billing,baseline
C00884,A00284,billing,baseline
C00885,A00465,billing,baseline
C00886,A00458,billing,baseline
C00887,A00372,billing,baseline
C00888,A00229,billing,baseline
C00889,A00259,billing,baseline
C00890,A00362,billing,baseline
C00891,A00175,billing,baseline
C00892,A00565,billing,baseline
C00893,A00607,billing,baseline
C00894,A00504,billing,baseline
C00895,A00162,billing,baseline
C00896,A00650,billing,baseline
C00897,A00577,billing,baseline
C00898,A00166,billing,baseline
C00899,A00407,billing,baseline
C00900,A00599,billing,baseline
C00901,A00146,billing,baseline
C00902,A00681,billing,baseline
C00903,A00039,billing,baseline
C00904,A00574,billing,baseline
C00905,A00351,billing,baseline
C00906,A00132,billing,baseline
C00907,A00578,billing,baseline
C00908,A00328,billing,baseline
C00909,A00557,billing,baseline
C00910,A00207,billing,baseline
C00911,A00254,billing,baseline
C00912,A00292,billing,baseline
C00913,A00134,billing,baseline
C00914,A00023,billing,baseline
C00915,A00363,billing,baseline
C00916,A00252,billing,baseline
C00917,A00418,billing,baseline
C00918,A00614,billing,baseline
C00919,A00194,billing,baseline
C00920,A00184,billing,baseline
C00921,A00618,billing,baseline
C00922,A00709,billing,baseline
C00923,A00105,billing,baseline
C00924,A00394,billing,baseline
C00925,A00208,billing,baseline
C00926,A00383,billing,baseline
C00927,A00542,billing,baseline
C00928,A00669,billing,baseline
C00929,A00186,billing,baseline
C00930,A00204,billing,baseline
C00931,A00567,billing,baseline
