address_id,lat,lon,address_type
A00088,13.113781,77.560858,residential
A00089,13.100123,77.661062,residential
A00090,13.14617,77.646193,residential
A00091,13.095131,77.539814,residential
A00092,13.131679,77.490287,residential
A00093,12.882111,77.615967,residential
A00094,13.031449,77.665284,residential
A00095,13.040271,77.529195,residential
A00096,13.121601,77.703831,residential
A00097,12.977073,77.533004,residential
A00098,13.081336,77.641134,residential
A00099,13.072369,77.615504,residential
A00100,12.852901,77.472573,commercial
A00101,13.121179,77.613677,commercial
A00102,13.024753,77.494428,residential
A00103,12.942478,77.719694,commercial
A00104,13.108211,77.719677,residential
A00105,12.924859,77.480838,commercial
A00106,13.11524,77.571913,residential
A00107,12.896366,77.728964,commercial
A00108,13.142862,77.693232,commercial
A00109,12.857436,77.670969,residential
A00110,13.129245,77.690671,commercial
A00111,13.093225,77.530042,commercial
A00112,12.882429,77.71165,commercial
A00113,12.91673,77.694976,residential
A00114,12.941557,77.688604,residential
A00115,12.857099,77.507939,residential
A00116,13.109306,77.740067,residential
A00117,13.042445,77.569904,shared
A00118,13.010865,77.731771,residential
A00119,13.14112,77.50357,shared
A00120,12.92964,77.482521,residential
A00121,13.068564,77.544103,residential
A00122,13.003427,77.565559,residential
A00123,12.926417,77.662636,residential
A00124,13.127673,77.611536,residential
A00125,13.072585,77.651189,residential
A00126,12.870992,77.649271,residential
A00127,12.944175,77.704405,residential
A00128,12.940097,77.542785,residential
A00129,12.97072,77.538697,residential
A00130,12.976134,77.732109,residential
A00131,13.120842,77.634654,residential
A00132,13.014381,77.450122,residential
A00133,12.978966,77.623995,residential
A00134,12.989496,77.582648,residential
A00135,12.991956,77.720354,commercial
A00136,12.900907,77.475439,residential
A00137,13.039882,77.550556,commercial
A00138,13.075341,77.651839,residential
A00139,12.909739,77.457328,residential
A00140,12.992541,77.704921,residential
A00141,12.974332,77.63893,residential
A00142,13.058906,77.598313,residential
A00143,13.046817,77.451663,commercial
A00144,13.081014,77.481976,residential
A00145,12.902766,77.73739,residential
A00146,12.865066,77.524759,commercial
A00147,12.986939,77.690425,residential
A00148,13.146368,77.628636,shared
A00149,13.117428,77.633796,residential
A00150,13.001433,77.699171,residential
A00151,13.119162,77.673097,residential
A00152,12.927757,77.524172,residential
A00153,13.079744,77.60639,residential
A00154,12.932379,77.473245,residential
A00155,12.931515,77.545913,residential
A00156,12.891512,77.519378,residential
A00157,13.061926,77.469269,residential
A00158,13.012783,77.574732,residential
A00159,12.976043,77.721452,residential
A00160,13.058657,77.70702,commercial
A00161,12.964114,77.451769,residential
A00162,13.076043,77.706034,shared
A00163,12.975706,77.674255,residential
A00164,13.030976,77.516162,residential
A00165,12.980751,77.458707,residential
A00166,13.053743,77.571295,residential
A00167,12.990217,77.488288,residential
A00168,12.85809,77.568206,residential
A00169,12.858131,77.642825,residential
A00170,12.98851,77.465085,residential
A00171,12.913498,77.548054,commercial
A00172,12.963738,77.675603,commercial
A00173,12.925681,77.474572,residential
A00174,13.011826,77.749972,residential
A00175,13.045043,77.68437,residential
A00176,13.07627,77.734884,residential
A00177,12.856114,77.495715,residential
A00178,13.050838,77.619191,residential
A00179,13.059839,77.680069,residential
A00180,13.032174,77.674378,residential
A00181,13.09579,77.739416,residential
A00182,12.857704,77.543587,residential
A00183,13.137452,77.568996,residential
A00184,12.872799,77.657184,residential
A00185,12.88057,77.681744,commercial
A00186,13.030123,77.486317,shared
A00187,13.084791,77.554161,residential
A00188,12.961171,77.601788,residential
A00189,13.104873,77.696699,residential
A00190,13.138236,77.640676,commercial
A00191,13.062193,77.580646,commercial
A00192,13.139642,77.531025,commercial
A00193,13.011452,77.595049,residential
A00194,13.069308,77.530519,commercial
A00195,13.099219,77.475999,commercial
A00196,12.923159,77.589413,residential
A00197,12.963697,77.45861,commercial
A00198,12.904552,77.513636,commercial
A00199,12.952102,77.714096,residential
A00200,12.932881,77.453045,shared
A00201,12.875684,77.666022,residential
A00202,13.077449,77.657183,residential
A00203,12.997246,77.68788,residential
A00204,12.916479,77.657536,residential
A00205,13.024467,77.591978,residential
A00206,12.977651,77.673781,residential
A00207,13.060856,77.531275,residential
A00208,12.886197,77.507775,residential
A00209,13.010759,77.678657,residential
A00210,12.914915,77.59526,commercial
A00211,13.142982,77.607391,residential
A00212,12.880158,77.508235,residential
A00213,12.903832,77.454245,residential
A00214,12.932293,77.742288,residential
A00215,13.059225,77.487884,commercial
A00216,12.997264,77.711816,residential
A00217,12.990819,77.582141,residential
A00218,12.865413,77.732319,residential
A00219,13.096635,77.570212,residential
A00220,13.038834,77.466083,residential
A00221,13.018852,77.541151,shared
A00222,12.885535,77.679333,residential
A00223,13.087222,77.517706,residential
A00224,12.985154,77.582816,commercial
A00225,13.147009,77.541614,residential
A00226,13.032889,77.672027,shared
A00227,12.912336,77.513308,residential
A00228,12.897117,77.502144,residential
A00229,12.850803,77.585151,residential
A00230,12.937378,77.519443,residential
A00231,13.060896,77.586209,residential
A00232,13.127173,77.686348,residential
A00233,13.048355,77.730101,residential
A00234,13.013369,77.64429,shared
A00235,13.097989,77.471423,residential
A00236,12.942284,77.674687,residential
A00237,12.936583,77.487306,residential
A00238,13.05992,77.732803,residential
A00239,12.998139,77.474133,residential
A00240,12.979609,77.546696,residential
A00241,12.877398,77.738573,commercial
A00242,13.02256,77.735236,shared
A00243,13.051684,77.530853,residential
A00244,13.076881,77.59115,residential
A00245,13.124822,77.504447,residential
A00246,13.040435,77.597518,residential
A00247,12.954388,77.549993,residential
A00248,13.10732,77.548941,residential
A00249,12.936465,77.733558,commercial
A00250,13.015029,77.586448,residential
A00251,12.946982,77.741055,residential
A00252,13.004379,77.746436,residential
A00253,13.012778,77.573974,residential
A00254,12.958534,77.676933,residential
A00255,13.077997,77.511067,residential
A00256,13.128302,77.581435,residential
A00257,12.886428,77.741944,residential
A00258,12.921789,77.497513,residential
A00259,13.015675,77.477963,shared
A00260,13.123879,77.588434,residential
A00261,13.099643,77.599513,residential
A00262,13.002662,77.532027,commercial
A00263,13.144073,77.523119,residential
A00264,12.965076,77.72656,residential
A00265,13.113798,77.709208,residential
A00266,13.087002,77.574483,shared
A00267,13.002321,77.696165,residential
A00268,12.939567,77.626081,shared
A00269,12.996892,77.494579,residential
A00270,12.953537,77.615575,residential
A00271,12.986603,77.546533,residential
A00272,13.05925,77.621539,residential
A00273,13.082663,77.463094,commercial
A00274,13.061568,77.693423,residential
A00275,13.049107,77.696224,shared
A00276,12.998599,77.461106,residential
A00277,13.027054,77.71091,commercial
A00278,12.982092,77.607785,residential
A00279,13.066733,77.572994,residential
A00280,12.896308,77.590847,shared
A00281,12.951568,77.657811,residential
A00282,13.10553,77.705702,commercial
A00283,12.964003,77.544998,residential
A00284,13.077821,77.711715,residential
A00285,12.870526,77.639348,shared
A00286,13.149228,77.67403,residential
A00287,12.879533,77.640124,commercial
A00288,12.983104,77.6582,shared
A00289,12.863797,77.688843,residential
A00290,12.962452,77.493671,residential
A00291,13.019778,77.687756,residential
A00292,12.873691,77.711252,residential
A00293,12.922249,77.723849,residential
A00294,12.988345,77.526193,residential
A00295,12.852819,77.69139,shared
A00296,13.053283,77.497393,residential
A00297,12.95367,77.626272,residential
A00298,12.977293,77.525029,commercial
A00299,12.909765,77.565408,residential
A00300,12.921162,77.621577,residential
A00301,13.147808,77.538569,shared
A00302,13.047469,77.532344,residential
A00303,13.05574,77.673401,residential
A00304,13.031922,77.599018,shared
A00305,12.935858,77.689658,residential
A00306,12.955696,77.640985,residential
A00307,13.053329,77.666279,residential
A00308,13.101501,77.638474,shared
A00309,13.043902,77.54268,residential
A00310,13.023872,77.669708,residential
A00311,12.938533,77.674244,residential
A00312,12.889648,77.611822,shared
A00313,13.009256,77.724046,commercial
A00314,12.927091,77.697407,residential
A00315,13.091947,77.673968,residential
A00316,12.884551,77.738868,residential
A00317,13.13995,77.708042,commercial
A00318,13.143983,77.740181,commercial
A00319,12.959733,77.687205,residential
A00320,13.010972,77.586436,residential
A00321,13.051702,77.625368,commercial
A00322,13.132088,77.482504,residential
A00323,12.857507,77.71527,residential
A00324,13.124577,77.51641,residential
A00325,13.097157,77.722816,residential
A00326,12.972489,77.491933,shared
A00327,12.941309,77.597787,residential
A00328,13.116178,77.490699,residential
A00329,13.051146,77.672942,shared
A00330,12.975738,77.672681,residential
A00331,12.974465,77.479706,residential
A00332,12.972435,77.735456,residential
A00333,12.961159,77.583015,shared
A00334,13.106635,77.479806,residential
A00335,13.01334,77.743353,residential
A00336,12.969442,77.506943,residential
A00337,13.10441,77.586415,residential
A00338,13.042511,77.629144,residential
A00339,13.086038,77.523071,residential
A00340,13.019373,77.470583,commercial
A00341,12.912147,77.514785,commercial
A00342,12.948568,77.494266,shared
A00343,12.850851,77.707522,residential
A00344,12.888998,77.525196,residential
A00345,13.048317,77.457734,residential
A00346,13.086995,77.521379,residential
A00347,12.902274,77.46572,commercial
A00348,13.007826,77.6737,residential
A00349,13.083405,77.603971,residential
A00350,13.001152,77.733625,residential
A00351,13.084968,77.710094,residential
A00352,12.987413,77.739208,residential
A00353,12.993695,77.570485,residential
A00354,12.997081,77.72291,residential
A00355,12.874237,77.632489,residential
A00356,12.932505,77.639923,residential
A00357,12.947556,77.748388,residential
A00358,12.986115,77.631628,residential
A00359,13.060534,77.705838,residential
A00360,13.080689,77.666252,residential
A00361,12.985466,77.518548,residential
A00362,12.98605,77.574797,residential
A00363,12.978029,77.649532,residential
A00364,12.895792,77.726896,residential
A00365,13.099532,77.477969,residential
A00366,13.071639,77.693531,residential
A00367,13.02594,77.618476,residential
A00368,12.886669,77.556079,residential
A00369,13.075085,77.710428,commercial
A00370,13.14052,77.630123,residential
A00371,13.023376,77.513822,residential
A00372,12.917273,77.482466,commercial
A00373,12.960268,77.678782,residential
A00374,13.092166,77.703547,shared
A00375,13.095528,77.634072,residential
A00376,12.857876,77.728725,commercial
A00377,12.930234,77.504125,residential
A00378,12.942695,77.551947,residential
A00379,13.110959,77.619896,residential
A00380,12.892562,77.639952,residential
A00381,13.073834,77.51454,residential
A00382,12.952269,77.561016,commercial
A00383,13.083051,77.620278,residential
A00384,12.865783,77.497223,residential
A00385,13.052191,77.531631,residential
A00386,12.995699,77.582613,residential
A00387,13.076483,77.484145,residential
A00388,12.934974,77.653546,residential
A00389,13.05014,77.463625,residential
A00390,13.029797,77.452306,residential
A00391,12.91337,77.49117,residential
A00392,12.948437,77.452319,commercial
A00393,12.902708,77.564062,residential
A00394,13.000079,77.700006,commercial
A00395,12.871623,77.708529,residential
A00396,12.855622,77.726349,commercial
A00397,13.022728,77.62202,residential
A00398,12.975308,77.484552,residential
A00399,12.94743,77.690397,residential
A00400,13.099608,77.725931,residential
A00401,13.103345,77.522995,residential
A00402,13.007189,77.56873,residential
A00403,12.951854,77.549921,residential
A00404,13.003145,77.484208,residential
A00405,13.121777,77.554813,commercial
A00406,13.095685,77.694511,residential
A00407,12.893933,77.509182,residential
A00408,13.078065,77.646653,residential
A00409,13.081854,77.598235,commercial
A00410,13.077963,77.584672,shared
A00411,13.019348,77.640589,residential
A00412,13.109274,77.638165,residential
A00413,12.870486,77.582662,residential
A00414,12.932402,77.466852,residential
A00415,12.943122,77.585574,residential
A00416,13.099509,77.473019,commercial
A00417,13.106588,77.634503,residential
A00418,12.988813,77.616295,commercial
A00419,13.118763,77.58492,commercial
A00420,13.045551,77.546458,residential
A00421,12.895258,77.468562,residential
A00422,13.119738,77.553031,residential
A00423,13.001365,77.501768,residential
A00424,12.981327,77.581827,residential
A00425,12.897624,77.561856,residential
A00426,12.972631,77.55151,residential
A00427,13.086768,77.644192,residential
A00428,12.878352,77.653514,residential
A00429,13.06712,77.646969,shared
A00430,13.111984,77.550009,residential
A00431,12.892429,77.554946,shared
A00432,13.059544,77.567587,residential
A00433,13.131401,77.542875,residential
A00434,13.087499,77.693955,residential
A00435,13.098688,77.671632,residential
A00436,13.007918,77.643807,residential
A00437,12.958548,77.558779,residential
A00438,12.914258,77.7343,residential
A00439,12.917963,77.49127,residential
A00440,13.103329,77.480342,commercial
A00441,13.100536,77.715105,residential
A00442,12.951029,77.679892,residential
A00443,12.963016,77.498674,commercial
A00444,13.081329,77.692713,residential
A00445,12.981302,77.573258,residential
A00446,12.921259,77.58326,residential
A00447,13.074561,77.584678,residential
A00448,12.94284,77.692587,residential
A00449,13.100534,77.560352,shared
A00450,13.145332,77.588504,residential
A00451,12.964562,77.608238,shared
A00452,13.095067,77.690378,residential
A00453,12.925001,77.642354,commercial
A00454,13.016362,77.480777,commercial
A00455,13.10535,77.535519,commercial
A00456,12.931837,77.721592,residential
A00457,12.981242,77.733924,residential
A00458,12.985338,77.554876,residential
A00459,12.865977,77.600602,residential
A00460,13.148358,77.562474,residential
A00461,13.129248,77.701753,residential
A00462,13.087414,77.49128,residential
A00463,13.098928,77.658822,residential
A00464,13.061661,77.58458,residential
A00465,12.873768,77.526777,commercial
A00466,13.014641,77.66817,residential
A00467,12.883356,77.53643,residential
A00468,12.864325,77.575948,commercial
A00469,12.987134,77.483257,shared
A00470,13.029022,77.454931,residential
A00471,12.922581,77.493073,residential
A00472,13.034443,77.522169,residential
A00473,13.049311,77.475684,shared
A00474,12.870304,77.607818,residential
A00475,13.146499,77.616246,residential
A00476,12.991041,77.640701,shared
A00477,12.926095,77.454873,commercial
A00478,12.953441,77.669882,residential
A00479,13.08145,77.670556,residential
A00480,12.863301,77.613804,commercial
A00481,12.902527,77.683743,residential
A00482,13.058617,77.639521,commercial
A00483,12.86893,77.682857,residential
A00484,12.938033,77.463142,residential
A00485,12.862572,77.730011,residential
A00486,13.146737,77.612909,residential
A00487,13.075987,77.507331,residential
A00488,13.084252,77.709739,residential
A00489,12.887343,77.560406,commercial
A00490,13.072992,77.718391,residential
A00491,13.142117,77.598861,residential
A00492,13.127293,77.605783,commercial
A00493,13.068124,77.473678,residential
A00494,13.096702,77.613642,residential
A00495,12.874021,77.648276,residential
A00496,13.030786,77.577835,residential
A00497,12.955464,77.462707,commercial
A00498,12.955768,77.749445,residential
A00499,13.144008,77.734371,residential
A00500,13.041254,77.558993,commercial
A00501,13.053823,77.735837,residential
A00502,13.032272,77.684394,residential
A00503,12.87017,77.683555,residential
A00504,12.964856,77.620173,residential
A00505,13.053719,77.734647,residential
A00506,13.078925,77.622177,residential
A00507,12.96941,77.644868,residential
A00508,12.884035,77.670702,residential
A00509,12.966096,77.618502,residential
A00510,12.928087,77.583882,shared
A00511,12.935673,77.724944,residential
A00512,12.886791,77.705848,residential
A00513,13.119604,77.583533,residential
A00514,13.054579,77.703656,residential
A00515,12.954228,77.469482,residential
A00516,13.1174,77.705409,residential
A00517,13.128197,77.64131,commercial
A00518,13.002627,77.486409,residential
A00519,12.891663,77.687112,residential
A00520,13.016206,77.560673,commercial
A00521,13.015494,77.633585,residential
A00522,12.942787,77.749879,residential
A00523,13.007709,77.680749,commercial
A00524,12.872125,77.741714,residential
A00525,12.984992,77.654033,residential
A00526,13.113388,77.684079,residential
A00527,12.904589,77.739879,residential
A00528,13.123214,77.466624,residential
A00529,12.895905,77.499397,residential
A00530,13.0628,77.553807,shared
A00531,13.118478,77.70378,residential
A00532,13.040517,77.615252,residential
A00533,12.940847,77.610043,residential
A00534,12.900591,77.732482,residential
A00535,13.04762,77.66619,residential
A00536,13.102759,77.619085,commercial
A00537,12.858512,77.463639,residential
A00538,13.023031,77.645339,commercial
A00539,12.974976,77.641697,residential
A00540,13.038149,77.536901,shared
A00541,12.994883,77.691406,residential
A00542,12.93923,77.471892,residential
A00543,12.981882,77.595275,residential
A00544,13.031998,77.543775,residential
A00545,13.07026,77.708233,shared
A00546,12.88923,77.561162,residential
A00547,12.945735,77.589942,residential
A00548,12.924376,77.479043,residential
A00549,12.965245,77.634613,residential
A00550,13.109592,77.49791,residential
A00551,13.023306,77.543814,commercial
A00552,12.99948,77.604417,residential
A00553,12.942562,77.456953,shared
A00554,13.001633,77.740006,residential
A00555,12.955869,77.465162,residential
A00556,13.114702,77.646278,residential
A00557,13.011007,77.704152,residential
A00558,13.114737,77.668252,commercial
A00559,12.959781,77.570174,residential
A00560,12.908397,77.615967,residential
A00561,13.001277,77.679321,residential
A00562,13.146727,77.65412,residential
A00563,13.142525,77.568171,commercial
A00564,12.951726,77.731685,commercial
A00565,12.909717,77.602737,residential
A00566,12.863591,77.491111,residential
A00567,12.992123,77.587097,residential
A00568,13.004652,77.54839,residential
A00569,12.898751,77.747185,commercial
A00570,12.93977,77.550912,commercial
A00571,13.009702,77.662622,residential
A00572,13.094725,77.560507,residential
A00573,13.143969,77.625111,commercial
A00574,13.067597,77.656413,residential
A00575,12.992377,77.740121,commercial
A00576,13.082849,77.62329,commercial
A00577,13.025057,77.501154,residential
A00578,13.035921,77.70235,residential
A00579,13.054218,77.459471,shared
A00580,12.882969,77.455681,residential
A00581,12.895429,77.65715,residential
A00582,13.082492,77.726156,commercial
A00583,13.070751,77.468684,residential
A00584,12.912203,77.547515,residential
A00585,13.007643,77.544126,residential
A00586,13.123637,77.552698,residential
A00587,13.081597,77.666277,residential
A00588,13.057994,77.633023,residential
A00589,12.923956,77.617426,residential
A00590,13.141873,77.539284,residential
A00591,12.912183,77.661496,residential
A00592,12.954641,77.73011,commercial
A00593,12.932037,77.486562,residential
A00594,12.963908,77.744048,commercial
A00595,13.136383,77.691385,residential
A00596,12.936289,77.664242,residential
A00597,12.982713,77.526933,residential
A00598,12.91062,77.611573,shared
A00599,13.058851,77.491182,residential
A00600,13.026049,77.522737,residential
A00601,13.009312,77.641383,residential
A00602,12.97399,77.665207,residential
A00603,13.08123,77.451554,residential
A00604,13.12873,77.572072,shared
A00605,13.11352,77.593235,residential
A00606,13.139174,77.54635,residential
A00607,13.122381,77.476838,residential
A00608,13.010546,77.666935,shared
A00609,13.123969,77.502519,commercial
A00610,12.902737,77.72589,shared
A00611,12.969098,77.598615,shared
A00612,13.138639,77.727812,commercial
A00613,12.85278,77.620389,residential
A00614,13.144898,77.535368,shared
A00615,13.01299,77.598174,shared
A00616,13.105318,77.590406,residential
A00617,12.883794,77.498748,residential
A00618,12.927179,77.50586,commercial
A00619,13.08723,77.620334,commercial
A00620,12.902648,77.706844,commercial
A00621,13.098097,77.604584,residential
A00622,13.050777,77.505434,residential
A00623,12.947081,77.524414,residential
A00624,12.920656,77.676127,shared
A00625,12.940584,77.666865,residential
A00626,13.046105,77.657831,residential
A00627,12.885467,77.542042,residential
A00628,13.000756,77.718536,residential
A00629,12.943293,77.485225,shared
A00630,12.938511,77.634388,residential
A00631,12.890071,77.495956,commercial
A00632,13.031722,77.574754,residential
A00633,12.991248,77.611255,residential
A00634,12.915523,77.52424,commercial
A00635,13.111941,77.474561,residential
A00636,13.06113,77.473431,residential
A00637,12.868527,77.614295,residential
A00638,13.021811,77.494956,residential
A00639,13.006102,77.484872,residential
A00640,13.024944,77.477282,residential
A00641,13.092608,77.58603,residential
A00642,12.98704,77.467321,residential
A00643,13.092075,77.666984,residential
A00644,13.094936,77.673741,residential
A00645,12.863587,77.553359,residential
A00646,13.148237,77.730375,residential
A00647,13.130133,77.45952,residential
A00648,13.080692,77.679748,shared
A00649,13.043764,77.576109,shared
A00650,12.964744,77.710886,shared
A00651,12.962694,77.654819,residential
A00652,13.01179,77.64606,residential
A00653,12.903542,77.611178,residential
A00654,13.068357,77.516807,residential
A00655,12.856821,77.539509,residential
A00656,13.013334,77.60958,commercial
A00657,12.924254,77.553848,residential
A00658,13.131223,77.667507,residential
A00659,13.092843,77.575772,commercial
A00660,13.115127,77.454694,residential
A00661,12.880269,77.460073,residential
A00662,13.060986,77.464603,commercial
A00663,12.97068,77.520302,residential
A00664,13.109119,77.466933,residential
A00665,12.936779,77.694736,commercial
A00666,12.945671,77.629375,residential
A00667,12.9462,77.540529,residential
A00668,13.048064,77.516313,residential
A00669,12.868287,77.734556,commercial
A00670,13.123473,77.637798,residential
A00671,12.998686,77.741687,shared
A00672,13.051403,77.685741,residential
A00673,12.974897,77.494765,residential
A00674,13.076325,77.592056,commercial
A00675,12.940221,77.662273,commercial
A00676,13.124422,77.618716,shared
A00677,13.017186,77.490228,residential
A00678,12.911001,77.644012,shared
A00679,13.10414,77.477739,commercial
A00680,12.907144,77.530538,residential
A00681,13.030877,77.712086,residential
A00682,13.078509,77.667292,residential
A00683,12.993818,77.710842,residential
A00684,13.137106,77.4546,shared
A00685,13.138623,77.485195,shared
A00686,12.993676,77.522778,residential
A00687,12.911354,77.724538,residential
A00688,13.082654,77.564199,residential
A00689,12.957778,77.528468,residential
A00690,12.999183,77.479582,shared
A00691,12.990847,77.701919,shared
A00692,12.961211,77.574179,residential
A00693,12.916382,77.493777,residential
A00694,13.130427,77.623743,residential
A00695,12.895723,77.54896,residential
A00696,13.100009,77.59979,residential
A00697,13.055454,77.527198,commercial
A00698,13.139952,77.642508,residential
A00699,12.90047,77.688493,residential
A00700,13.066094,77.596495,shared
A00701,13.012641,77.642543,residential
A00702,12.860147,77.704009,shared
A00703,13.050465,77.679302,residential
A00704,13.102763,77.51943,residential
A00705,12.852742,77.60172,residential
A00706,13.035351,77.650026,residential
A00707,12.994961,77.596356,residential
A00708,13.015493,77.453555,residential
A00709,12.932422,77.743244,residential
A00710,13.093947,77.65221,commercial
